caseNumber,caseCategory,caseFormula,family,identifier,end,field,reference,solver,signedAbsoluteError,absoluteError,signedRelativeError,absoluteRelativeError,signedPercentError,absolutePercentError,strictLimit,failureReason
3,OPE,W+T1+P1,localForce,249-250,I,my,264.270081,248.7043862886986,-15.565694711301404,15.565694711301404,-0.058900707383903225,0.058900707383903225,-5.890070738390323,5.890070738390323,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,249-250,I,mz,45.649292,48.04413908397131,2.3948470839713067,2.3948470839713067,0.052461866965457134,0.052461866965457134,5.246186696545713,5.246186696545713,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,249-250,J,fy,-102.327087,-122.69933346084508,-20.372246460845076,20.372246460845076,0.19908947921917367,0.19908947921917367,19.908947921917367,19.908947921917367,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,249-250,J,my,-254.303314,-238.71736863280614,15.585945367193858,15.585945367193858,-0.06128880163627698,0.06128880163627698,-6.128880163627698,6.128880163627698,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,249-250,J,mz,-34.769699,-37.65466932453117,-2.8849703245311673,2.8849703245311673,0.08297369282751534,0.08297369282751534,8.297369282751534,8.297369282751534,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,250-260,I,fy,102.327087,122.69933345948856,20.37224645948855,20.37224645948855,0.1990894792059169,0.1990894792059169,19.90894792059169,19.90894792059169,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,250-260,I,my,254.303314,238.71736863279335,-15.585945367206648,15.585945367206648,-0.06128880163632727,0.06128880163632727,-6.1288801636327275,6.1288801636327275,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,250-260,I,mz,34.769699,37.65466932453886,2.8849703245388554,2.8849703245388554,0.08297369282773645,0.08297369282773645,8.297369282773644,8.297369282773644,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,250-260,J,fy,-102.327087,-122.69933345948856,-20.37224645948855,20.37224645948855,0.1990894792059169,0.1990894792059169,19.90894792059169,19.90894792059169,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,250-260,J,mz,92.362549,114.78717471268598,22.42462571268598,22.42462571268598,0.2427891602762715,0.2427891602762715,24.27891602762715,24.27891602762715,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,260-270,I,fy,102.327087,122.69933345949175,20.37224645949175,20.37224645949175,0.19908947920594816,0.19908947920594816,19.908947920594816,19.908947920594816,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
3,OPE,W+T1+P1,localForce,260-270,I,mz,-92.362549,-114.78717471268601,-22.42462571268601,22.42462571268601,0.24278916027627181,0.24278916027627181,24.278916027627183,24.278916027627183,0.05,RELATIVE_ERROR_NOT_BELOW_5_PERCENT
